seq_no,Line_Description,contract_number
186254,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
186255,"LEAD, TENDRIL MRI 52CM",PP-CA-449
186256,"LEAD, TENDRILL STS 58",PP-CA-449
187476,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
187477,"LEAD, TENDRIL MRI 52CM",PP-CA-449
187478,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
187479,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
187480,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
187481,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
187482,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
187483,"LEAD, TENDRIL MRI 52CM",PP-CA-449
187484,"LEAD, TENDRILL STS 58",PP-CA-449
187485,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
187486,"LEAD, TENDRIL MRI 52CM",PP-CA-449
187487,"LEAD, TENDRILL STS 58",PP-CA-449
187488,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
187489,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
187490,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
187491,"LEAD, TENDRIL MRI 46CM",PP-CA-449
187492,"LEAD, TENDRILL STS 58",PP-CA-449
189471,"LEAD, TENDRIL MRI 52CM",PP-CA-449
189472,"GENERATOR, GALLANT DR ICD",PP-CA-449
191293,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
191294,"LEAD, TENDRIL MRI 52CM",PP-CA-449
191295,"LEAD, TENDRILL STS 58",PP-CA-449
191296,"LEAD, TENDRILL STS 58",PP-CA-449
198948,"LEAD, TENDRIL MRI 52CM",PP-CA-449
198949,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
198950,"LEAD, TENDRILL STS 52",PP-CA-449
198951,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
198952,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
198953,"GENERATOR, GALLANT VR ICD",PP-CA-449
198954,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
198955,"LEAD, TENDRILL STS 52",PP-CA-449
198956,"LEAD, TENDRILL STS 58",PP-CA-449
198957,"GENERATOR, QUADRA ASSURA MP CRT-D",PP-CA-449
198958,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
198959,"LEAD, TENDRILL STS 52",PP-CA-449
198960,"LEAD, TENDRILL STS 58",PP-CA-449
198961,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
198962,"LEAD, TENDRIL MRI 52CM",PP-CA-449
198963,"LEAD, TENDRILL STS 58",PP-CA-449
198964,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
200239,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
200240,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
200241,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
200242,"GENERATOR, QUADRA ASSURA MP CRT-D",PP-CA-449
200243,"LEAD, TENDRIL MRI 52CM",PP-CA-449
200244,"GENERATOR, GALLANT DR ICD",PP-CA-449
200245,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
200246,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
200247,"LEAD, TENDRIL MRI 46CM",PP-CA-449
200248,"LEAD, TENDRILL STS 52",PP-CA-449
200249,"GENERATOR, GALLANT VR ICD",PP-CA-449
200250,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
200251,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
200252,"LEAD, TENDRILL STS 52",PP-CA-449
200253,"LEAD, TENDRILL STS 58",PP-CA-449
202804,"LEAD, TENDRILL STS 52",PP-CA-449
204697,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
204698,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
204699,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
204700,"LEAD, TENDRILL STS 52",PP-CA-449
204701,"LEAD, TENDRILL STS 58",PP-CA-449
204702,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
204703,"LEAD, TENDRIL MRI 46CM",PP-CA-449
204704,"LEAD, TENDRILL STS 52",PP-CA-449
204705,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
204706,"LEAD, TENDRILL STS 52",PP-CA-449
204707,"LEAD, TENDRILL STS 58",PP-CA-449
204709,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
204710,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
204717,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
211315,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
211316,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
211317,"LEAD, TENDRIL MRI 52CM",PP-CA-449
211318,"LEAD, TENDRILL STS 58",PP-CA-449
211319,"GENERATOR, GALLANT VR ICD",PP-CA-449
211320,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
214914,"LEAD, TENDRILL STS 58",PP-CA-449
214915,"GENERATOR, GALLANT DR ICD",PP-CA-449
214916,"LEAD, TENDRILL STS 52",PP-CA-449
214917,"GENERATOR, GALLANT VR ICD",PP-CA-449
214918,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
214919,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
214920,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
214921,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
218032,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
218033,"LEAD, TENDRIL MRI 52CM",PP-CA-449
218034,"LEAD, TENDRILL STS 58",PP-CA-449
220730,"LEAD, TENDRIL MRI 52CM",PP-CA-449
220731,"GENERATOR, GALLANT DR ICD",PP-CA-449
220732,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
220734,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
220735,"LEAD, TENDRILL STS 58",PP-CA-449
220736,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
220737,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
220738,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
220739,"LEAD, TENDRIL MRI 52CM",PP-CA-449
220740,"LEAD, TENDRILL STS 58",PP-CA-449
222399,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
222400,"LEAD, TENDRIL MRI 52CM",PP-CA-449
222401,"LEAD, TENDRILL STS 58",PP-CA-449
222402,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
222403,"GENERATOR, GALLANT VR ICD",PP-CA-449
222404,"ADAPTER, UNIPOLAR LEAD 3.2MM LOW-PROFILE CONN TO IS-1 RECEPT 47CM",PP-CA-449
222405,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
222406,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
222407,"LEAD, TENDRILL STS 52",PP-CA-449
222408,"LEAD, TENDRILL STS 58",PP-CA-449
222409,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
224877,"LEAD, TENDRILL STS 52",PP-CA-449
224878,"GENERATOR, QUADRA ASSURA MP CRT-D DF4",PP-CA-449
225859,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
225860,"LEAD, TENDRIL MRI 52CM",PP-CA-449
225861,"LEAD, TENDRILL STS 58",PP-CA-449
225862,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
225863,"LEAD, TENDRIL MRI 52CM",PP-CA-449
225864,"LEAD, TENDRILL STS 58",PP-CA-449
235580,"GENERATOR, FORTIFY ASSURA NEXT GEN ICD DR 40 DF4 CONN",PP-CA-449
235581,"SHEATH, CPS DIRECT UPSIZED R SIDE 47CM",PP-CA-449
235582,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
235583,"LEAD, TENDRIL MRI 46CM",PP-CA-449
235584,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
235585,"LEAD, TENDRILL STS 58",PP-CA-449
235586,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
235587,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
235588,"LEAD, TENDRIL MRI 52CM",PP-CA-449
235589,"LEAD, TENDRILL STS 58",PP-CA-449
239567,"LEAD, TENDRILL STS 52",PP-CA-449
239568,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
239569,"LEAD, TENDRILL STS 46",PP-CA-449
239570,"LEAD, TENDRILL STS 52",PP-CA-449
239571,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
239572,"GENERATOR, GALLANT VR ICD",PP-CA-449
239573,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
239574,"LEAD, TENDRILL STS 46",PP-CA-449
239575,"LEAD, TENDRILL STS 52",PP-CA-449
239584,"GENERATOR, FORTIFY ASSURA NEXT GEN ICD DR 40 DF4 CONN",PP-CA-449
241929,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
241930,"LEAD, TENDRILL STS 46",PP-CA-449
241931,"LEAD, TENDRILL STS 52",PP-CA-449
241932,"GENERATOR, GALLANT VR ICD",PP-CA-449
241933,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
241934,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
241935,"LEAD, TENDRILL STS 52",PP-CA-449
241936,"LEAD, TENDRILL STS 58",PP-CA-449
250137,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
250138,"GENERATOR, GALLANT VR ICD",PP-CA-449
250140,"SHEATH, CPS DIRECT UPSIZED 135DEG 47CM",PP-CA-449
250141,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
250142,"LEAD, TENDRIL MRI 52CM",PP-CA-449
250143,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
250144,"LEAD, TENDRILL STS 58",PP-CA-449
250145,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
250146,"SHEATH, CPS DIRECT UPSIZED X-WIDE 47CM",PP-CA-449
250147,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
250148,"LEAD, TENDRIL MRI 46CM",PP-CA-449
250149,"LEAD, TENDRIL MRI 52CM",PP-CA-449
251393,"LEAD, TENDRIL MRI 52CM",PP-CA-449
251394,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
251395,"GENERATOR, GALLANT DR ICD",PP-CA-449
251396,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
251397,"LEAD, TENDRILL STS 52",PP-CA-449
251398,"LEAD, TENDRILL STS 58",PP-CA-449
251399,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
253055,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
254218,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
255845,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
255846,"LEAD, TENDRIL MRI 52CM",PP-CA-449
255847,"LEAD, TENDRILL STS 58",PP-CA-449
255848,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
255850,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
255851,"LEAD, TENDRILL STS 52",PP-CA-449
255852,"LEAD, TENDRILL STS 58",PP-CA-449
260966,"GENERATOR, GALLANT VR ICD",PP-CA-449
260968,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
260969,"LEAD, TENDRILL STS 52",PP-CA-449
260970,"LEAD, TENDRILL STS 58",PP-CA-449
264302,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
264303,"LEAD, TENDRILL STS 52",PP-CA-449
264304,"LEAD, TENDRILL STS 58",PP-CA-449
264305,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
264306,"LEAD, TENDRIL MRI 52CM",PP-CA-449
264307,"LEAD, TENDRILL STS 58",PP-CA-449
267061,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
267062,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
267064,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
270409,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7120Q/65",PP-CA-449
270410,"GENERATOR, GALLANT VR ICD",PP-CA-449
270411,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
270412,"LEAD, TENDRILL STS 52",PP-CA-449
270413,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
270414,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
271628,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
271629,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
271630,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
271633,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
278766,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
278767,"GENERATOR, GALLANT VR ICD",PP-CA-449
278769,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
278770,"LEAD, TENDRIL MRI 52CM",PP-CA-449
278771,"LEAD, TENDRILL STS 58",PP-CA-449
278772,"LEAD, TENDRILL STS 52",PP-CA-449
278773,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
278774,"GENERATOR, GALLANT DR ICD",PP-CA-449
278779,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
278780,"GENERATOR, GALLANT VR ICD",PP-CA-449
283750,"GENERATOR, ALLURE CRT-P RF",PP-CA-449
283751,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
283752,"LEAD, TENDRIL MRI 52CM",PP-CA-449
283753,"LEAD, TENDRILL STS 58",PP-CA-449
283755,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
283756,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
283757,"LEAD, TENDRIL MRI 52CM",PP-CA-449
283758,"LEAD, TENDRILL STS 58",PP-CA-449
283759,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
283760,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
283761,"1281/58 LOCATOR PLUSDEFLECTABLE STYLET_U",PP-CA-449
283762,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
283763,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 30CM",PP-CA-449
283764,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
285214,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
286681,"GENERATOR, GALLANT DR ICD",PP-CA-449
287898,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
287899,"LEAD, ISOFLEX OPTIM 1944/46",PP-CA-449
287900,"LEAD, TENDRILL STS 58",PP-CA-449
287901,"STYLET, LOCATOR PLUS DEF 1281/52",PP-CA-449
287902,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
287903,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
287904,"LEAD, TENDRIL MRI 52CM",PP-CA-449
287905,"LEAD, TENDRILL STS 58",PP-CA-449
287906,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
287907,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
287908,"LEAD, TENDRILL STS 52",PP-CA-449
287909,"LEAD, TENDRILL STS 58",PP-CA-449
287922,"LEAD, TENDRILL STS 52",PP-CA-449
287924,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
287925,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
290473,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
290474,"LEAD, TENDRILL STS 52",PP-CA-449
290475,"LEAD, TENDRILL STS 58",PP-CA-449
291662,"GENERATOR, GALLANT VR ICD",PP-CA-449
291663,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
291664,"GENERATOR, QUADRA ASSURA MP CRT-D DF4",PP-CA-449
299245,"LEAD, TENDRILL STS 52",PP-CA-449
299247,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
299248,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
299249,"GENERATOR, GALLANT VR ICD",PP-CA-449
299250,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
299251,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
299252,"LEAD, TENDRILL STS 58",PP-CA-449
299253,"GENERATOR, GALLANT VR ICD",PP-CA-449
299254,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
300718,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
300719,"LEAD, TENDRILL STS 58",PP-CA-449
300720,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
300722,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
300723,"LEAD, TENDRIL MRI 52CM",PP-CA-449
300724,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
300725,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
300726,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
300727,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
300728,"GENERATOR, QUADRA ASSURA MP CRT-D DF4",PP-CA-449
300729,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
300730,"LEAD, TENDRILL STS 46",PP-CA-449
300731,"LEAD, TENDRILL STS 52",PP-CA-449
300732,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
302107,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
302108,"LEAD, TENDRIL MRI 46CM",PP-CA-449
302109,"LEAD, TENDRILL STS 52",PP-CA-449
304842,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
304843,"LEAD, TENDRILL STS 58",PP-CA-449
304844,"GENERATOR, FORTIFY ASSURA NEXT GEN ICD VR 40 DF4 CONN",PP-CA-449
304845,"GENERATOR, GALLANT VR ICD",PP-CA-449
307631,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
307632,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
307633,"LEAD, TENDRIL MRI 46CM",PP-CA-449
307634,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
307635,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
307636,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
307637,"GENERATOR, ALLURE CRT-P RF",PP-CA-449
307638,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
307639,"GENERATOR, GALLANT VR ICD",PP-CA-449
309220,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
309221,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
309222,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
311870,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
311871,"LEAD, TENDRIL MRI 52CM",PP-CA-449
311872,"LEAD, TENDRILL STS 58",PP-CA-449
315249,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
315250,"LEAD, ISOFLEX OPTIM 1944/52",PP-CA-449
315251,"LEAD, TENDRILL STS 58",PP-CA-449
315254,"GENERATOR, QUADRA ASSURA MP CRT-D DF4",PP-CA-449
322361,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
322362,"LEAD, TENDRILL STS 52",PP-CA-449
322363,"LEAD, TENDRILL STS 58",PP-CA-449
322364,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
322365,"LEAD, TENDRIL MRI 52CM",PP-CA-449
322366,"LEAD, TENDRILL STS 58",PP-CA-449
322367,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
322368,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
322369,"LEAD, TENDRILL STS 46",PP-CA-449
322370,"LEAD, TENDRILL STS 52",PP-CA-449
322371,"GENERATOR, GALLANT VR ICD",PP-CA-449
324033,"LEAD, TENDRILL STS 52",PP-CA-449
324034,"GENERATOR, GALLANT DR ICD",PP-CA-449
324035,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
324036,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
324037,"LEAD, TENDRILL STS 58",PP-CA-449
329097,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
329098,"GENERATOR, GALLANT VR ICD",PP-CA-449
329099,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
329100,"LEAD, TENDRILL STS 52",PP-CA-449
329101,"LEAD, TENDRILL STS 58",PP-CA-449
329102,"GENERATOR, GALLANT VR ICD",PP-CA-449
329103,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
329104,"LEAD, TENDRILL STS 52",PP-CA-449
329105,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
329106,"LEAD, TENDRIL MRI 52CM",PP-CA-449
329107,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
329108,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
329109,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
329111,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
329112,"LEAD, TENDRILL STS 58",PP-CA-449
329113,"LOCATOR PLUS DEFLECTABLE STYLET_U",PP-CA-449
332234,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
332235,"LEAD, TENDRIL MRI 52CM",PP-CA-449
332236,"LEAD, TENDRILL STS 58",PP-CA-449
332237,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
332238,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
333462,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
333463,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
333464,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
333465,"LEAD, TENDRIL MRI 46CM",PP-CA-449
333466,"LEAD, TENDRIL MRI 52CM",PP-CA-449
333467,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
333468,"LEAD, TENDRIL MRI 52CM",PP-CA-449
333469,"LEAD, TENDRILL STS 58",PP-CA-449
339309,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
339311,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
339312,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
339313,"LEAD, QUARTET QUADRIPOLAR SMALL-S 1456Q/86",PP-CA-449
343426,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
343427,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
343428,"LEAD, TENDRILL STS 58",PP-CA-449
344692,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
344693,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
344694,"CATH, AVEIR RETRACTOR LEADLESS  VR TRI LOOP",PP-CA-449
344695,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
344696,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 30CM",PP-CA-449
348116,"GENERATOR, GALLANT VR ICD",PP-CA-449
348117,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
351670,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
351671,"LEAD, TENDRILL STS 52",PP-CA-449
351672,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
351673,"GENERATOR, GALLANT DR ICD",PP-CA-449
351674,"STYLET, LOCATOR PLUS DEF 1292/58",PP-CA-449
351675,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
351676,"LEAD, TENDRIL MRI 52CM",PP-CA-449
351677,"LEAD, TENDRILL STS 58",PP-CA-449
351678,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
351679,"LEAD, TENDRILL STS 52",PP-CA-449
351680,"LEAD, TENDRILL STS 58",PP-CA-449
351683,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
356323,"LEAD, TENDRILL STS 52",PP-CA-449
356324,"GENERATOR, GALLANT DR ICD",PP-CA-449
356325,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
356326,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
356327,"LEAD, TENDRILL STS 46",PP-CA-449
356328,"LEAD, TENDRILL STS 52",PP-CA-449
356329,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
356330,"LEAD, TENDRILL STS 46",PP-CA-449
356331,"LEAD, TENDRILL STS 52",PP-CA-449
356332,"GENERATOR, GALLANT VR ICD",PP-CA-449
356333,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
356334,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
356335,"LEAD, TENDRILL STS 46",PP-CA-449
356336,"LEAD, TENDRILL STS 52",PP-CA-449
357791,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
357792,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
368621,"GENERATOR, ALLURE CRT-P RF",PP-CA-449
368622,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
368623,"LEAD, TENDRILL STS 52",PP-CA-449
368624,"LEAD, ISOFLEX OPTIM 1948/5846",PP-CA-449
370019,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
370020,"LEAD, TENDRIL MRI 52CM",PP-CA-449
370021,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
