seq_no,Line_Description,contract_number
370022,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
370023,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
375020,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
378421,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
378422,"LEAD, TENDRIL MRI 52CM",PP-CA-449
378423,"LEAD, TENDRILL STS 58",PP-CA-449
378424,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
378425,"LEAD, TENDRILL STS 52",PP-CA-449
378426,"LEAD, TENDRILL STS 58",PP-CA-449
383020,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
383021,"LEAD, TENDRILL STS 52",PP-CA-449
383022,"LEAD, TENDRILL STS 58",PP-CA-449
383023,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
383024,"LEAD, TENDRIL MRI 52CM",PP-CA-449
383025,"LEAD, TENDRILL STS 58",PP-CA-449
389599,"LEAD, TENDRILL STS 52",PP-CA-449
389600,"LEAD, TENDRILL STS 58",PP-CA-449
389601,"STYLET, LOCATOR PLUS DEF 1292/58",PP-CA-449
389602,"LEAD, TENDRILL STS 58",PP-CA-449
389603,"LEAD, TENDRILL STS 52",PP-CA-449
389604,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
389605,"STYLET, LOCATOR PLUS DEF 1281/52",PP-CA-449
389606,"LOCATOR PLUS DEFLECTABLE STYLET_U",PP-CA-449
389607,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
389608,"LEAD, TENDRILL STS 52",PP-CA-449
389609,"LEAD, TENDRILL STS 58",PP-CA-449
389610,"LEAD, TENDRILL STS 52",PP-CA-449
389611,"GENERATOR, GALLANT DR ICD",PP-CA-449
389612,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
389613,"LEAD, TENDRIL MRI 52CM",PP-CA-449
389614,"GENERATOR, GALLANT DR ICD",PP-CA-449
389615,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
389616,"LEAD, TENDRILL STS 52",PP-CA-449
389617,"LEAD, TENDRILL STS 58",PP-CA-449
389618,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
390786,"GENERATOR, GALLANT VR ICD",PP-CA-449
390787,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
390788,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
397859,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
397861,"LEAD, TENDRIL MRI 52CM",PP-CA-449
397862,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
397863,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
397864,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
397874,"LEAD, TENDRILL STS 52",PP-CA-449
397875,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
397876,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
397877,"LEAD, QUARTET QUADRIPOLAR 1458Q/92",PP-CA-449
401568,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
401569,"LEAD, TENDRILL STS 52",PP-CA-449
402855,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
402857,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
402858,"LEAD, TENDRILL STS 58",PP-CA-449
402859,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
403438,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
406811,"RECORDER, LOOP CONFIRM RX IMPLANTABLE",PP-CA-449
407559,"LEAD, TENDRIL MRI 52CM",PP-CA-449
407560,"GENERATOR, GALLANT DR ICD",PP-CA-449
407561,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
407562,"SHEATH, CPS DIRECT UPSIZED R SIDE 47CM",PP-CA-449
408834,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
408835,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
408836,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
408837,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
408838,"SLITTER, CPS DIRECT SL II",PP-CA-449
412111,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
412112,"LEAD, TENDRILL STS 52",PP-CA-449
412113,"LEAD, TENDRILL STS 58",PP-CA-449
412380,"GENERATOR, QUADRA ASSURA MP CRT-D DF4",PP-CA-449
412396,"GENERATOR, GALLANT VR ICD",PP-CA-449
412397,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
412485,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
412486,"LEAD, TENDRILL STS 46",PP-CA-449
412487,"LEAD, TENDRILL STS 52",PP-CA-449
412800,"LEAD, TENDRILL STS 46",PP-CA-449
412801,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
412802,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
412803,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
412954,"LEAD, TENDRILL STS 52",PP-CA-449
412955,"LEAD, TENDRILL STS 58",PP-CA-449
412956,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
412968,"LEAD, TENDRILL STS 46",PP-CA-449
412969,"LEAD, TENDRILL STS 52",PP-CA-449
412970,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
413029,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
413030,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
413031,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
413032,"SLITTER, CPS DIRECT SL II",PP-CA-449
413090,"GENERATOR, GALLANT VR ICD",PP-CA-449
413091,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
413094,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
413095,"LEAD, TENDRILL STS 52",PP-CA-449
413096,"LEAD, TENDRILL STS 58",PP-CA-449
413129,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
413130,"LEAD, TENDRILL STS 46",PP-CA-449
413131,"LEAD, TENDRILL STS 52",PP-CA-449
879903,"GENERATOR, GALLANT VR ICD",PP-CA-449
879904,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
879905,"LEAD, TENDRILL STS 46",PP-CA-449
879906,"LEAD, TENDRILL STS 52",PP-CA-449
879907,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
888119,"SLITTER, CPS DIRECT SL II",PP-CA-449
888120,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
888121,"LEAD, TENDRILL STS 52",PP-CA-449
888122,"LEAD, TENDRILL STS 58",PP-CA-449
889149,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
889150,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
890446,"SLITTER, CPS DIRECT SL II",PP-CA-449
890447,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
890448,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
890449,"LEAD, TENDRILL STS 52",PP-CA-449
890450,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
890451,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
890453,"STYLET, MOND RVOT 65",PP-CA-449
891705,"INTRODUCER SHEATH UPSIZED WIDE SHAPED SLITTABLE OUTER GUIDE CPS DIRECT SL II 47C",PP-CA-449
901684,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
901685,"LEAD, TENDRILL STS 52",PP-CA-449
901686,"LEAD, TENDRILL STS 58",PP-CA-449
904644,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
914431,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
914432,"DEFIBRILLATOR CARDIAC DUAL CHAMBER IS1 DF4 GALLANTDR 31ML 71GM 51X69X12MM",PP-CA-449
916125,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
916126,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
917156,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
917158,"DEFIBRILLATOR CARDIAC IS1 IS4 DF4 GALLANTHF 34ML 76GM 51X74X12MM",PP-CA-449
917164,"DEFIBRILLATOR CARDIAC IS1 IS4 DF4 GALLANTHF 34ML 76GM 51X74X12MM",PP-CA-449
920176,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
920177,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
922233,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
922234,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
922235,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
924002,"GENERATOR, GALLANT DR ICD",PP-CA-449
934707,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
934708,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
935353,"STYLET, MOND RVOT 65",PP-CA-449
935354,"LEAD, ISOFLEX OPTIM 1944/46",PP-CA-449
939216,"LEAD PACING J SHAPED BIPOLAR TINES FIXATION IS1 ISOFLEX OPTIM 46CM",PP-CA-449
939217,"LEAD PACING STRAIGHT BIPOLAR TINES FIXATION IS1 ISOFLEX OPTIM 58CM",PP-CA-449
939224,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
941686,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
941687,"LEAD, TENDRILL STS 52",PP-CA-449
941688,"LEAD, TENDRILL STS 58",PP-CA-449
941689,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
941690,"LEAD, TENDRILL STS 58",PP-CA-449
941691,"GENERATOR, GALLANT DR ICD",PP-CA-449
941692,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7122Q/58",PP-CA-449
943074,"LEAD, TENDRILL STS 52",PP-CA-449
943075,"GENERATOR, GALLANT DR ICD",PP-CA-449
943076,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK 7120Q/65",PP-CA-449
943079,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
943080,"LEAD, TENDRILL STS 52",PP-CA-449
943081,"LEAD, TENDRILL STS 58",PP-CA-449
944412,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
944413,"LEAD, TENDRILL STS 52",PP-CA-449
944414,"LEAD, TENDRILL STS 58",PP-CA-449
945345,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
945346,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
947099,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
947102,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
953095,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
956847,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
973492,"LEAD PACING J SHAPED BIPOLAR TINES FIXATION IS1 ISOFLEX OPTIM 52CM",PP-CA-449
974041,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
974042,"LEAD, TENDRILL STS 58",PP-CA-449
974044,"GENERATOR, ELLIPSE NEXT GEN ICD DR 36",PP-CA-449
975483,"LEAD PACING BIPOLAR EXTENDABLE RETRACTABLE HELIX FIXATION IS1 TENDRIL STS OPTIM",PP-CA-449
979144,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
979145,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
979146,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
979147,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
979156,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
979157,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
979158,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
979159,"LEAD, TENDRILL STS 52",PP-CA-449
979160,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
979161,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
979162,"LEAD, TENDRILL STS 46",PP-CA-449
979163,"LEAD, TENDRILL STS 52",PP-CA-449
979164,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
979166,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
979167,"LEAD, TENDRILL STS 52",PP-CA-449
979168,"LEAD, TENDRILL STS 58",PP-CA-449
980503,"LEAD, TENDRILL STS 46",PP-CA-449
980504,"GENERATOR, GALLANT DR ICD",PP-CA-449
980505,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
982174,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
982175,"ADAPTER, UNIPOLAR LEAD 3.2MM LOW-PROFILE CONN TO IS-1 RECEPT 47CM",PP-CA-449
982176,"ADAPTER, UNIPOLAR LEAD 3.2MM LOW-PROFILE CONN TO IS-1 RECEPT 47CM",PP-CA-449
982177,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
982178,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
982179,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
984699,"LEAD, TENDRILL STS 58",PP-CA-449
984700,"LEAD, TENDRILL STS 52",PP-CA-449
984701,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
984702,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
984703,"LEAD, TENDRILL STS 58",PP-CA-449
984704,"LEAD, TENDRILL STS 52",PP-CA-449
985979,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
985980,"LEAD, TENDRILL STS 46",PP-CA-449
985981,"LEAD, TENDRILL STS 58",PP-CA-449
985987,"GENERATOR, GALLANT DR ICD",PP-CA-449
985988,"LEAD, TENDRILL STS 46",PP-CA-449
985989,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
985991,"LEAD, TENDRILL STS 58",PP-CA-449
985992,"LEAD, TENDRILL STS 52",PP-CA-449
985993,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
985994,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
985995,"LEAD, TENDRILL STS 52",PP-CA-449
985996,"LEAD, TENDRILL STS 58",PP-CA-449
985997,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
985998,"LEAD, TENDRILL STS 52",PP-CA-449
985999,"LEAD, TENDRILL STS 58",PP-CA-449
986000,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
986001,"LEAD, TENDRILL STS 46",PP-CA-449
986002,"LEAD, TENDRILL STS 52",PP-CA-449
986003,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
986004,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
986005,"LEAD, TENDRILL STS 52",PP-CA-449
986006,"LEAD, TENDRILL STS 58",PP-CA-449
986007,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
988809,"STYLET, MOND RVOT 58",PP-CA-449
990256,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
990257,"LEAD, TENDRILL STS 46",PP-CA-449
990258,"LEAD, TENDRILL STS 52",PP-CA-449
990260,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
990261,"LEAD, TENDRILL STS 52",PP-CA-449
1000838,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1000839,"LEAD, TENDRILL STS 52",PP-CA-449
1000840,"LEAD, TENDRILL STS 58",PP-CA-449
1000841,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
1000842,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1000843,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
1000844,"LEAD, TENDRILL STS 58",PP-CA-449
1000846,"SLITTER, CPS DIRECT SL II",PP-CA-449
1000847,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1000848,"LEAD, TENDRILL STS 58",PP-CA-449
1000849,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1000850,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
1000851,"LEAD, TENDRILL STS 58",PP-CA-449
1000852,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1000854,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1010697,"STYLET, MOND RVOT 65",PP-CA-449
1013615,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
1013616,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
1013617,"STYLET, MOND RVOT 58",PP-CA-449
1013625,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
1013626,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1013627,"LEAD, TENDRILL STS 52",PP-CA-449
1013628,"LEAD, TENDRILL STS 58",PP-CA-449
1013629,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1013630,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1013631,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1013632,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1014823,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014824,"LEAD, TENDRILL STS 46",PP-CA-449
1014825,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014826,"LEAD, TENDRILL STS 52",PP-CA-449
1014827,"LEAD, TENDRILL STS 58",PP-CA-449
1014828,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1014831,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1014832,"GENERATOR, GALLANT DR ICD",PP-CA-449
1014833,"LEAD, QUARTET QUADRIPOLAR SMALL-S 1456Q/86",PP-CA-449
1014834,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1014835,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1014836,"LEAD, TENDRILL STS 58",PP-CA-449
1014837,"GENERATOR, UNIFY ASSURA NEXT GEN CRT-D 40 DF4 CONN",PP-CA-449
1014839,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
1014840,"LEAD, TENDRILL STS 52",PP-CA-449
1014841,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014842,"LEAD, TENDRILL STS 58",PP-CA-449
1014843,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014844,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014845,"LEAD, TENDRILL STS 58",PP-CA-449
1014855,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
1014856,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
1014857,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1014858,"LEAD, TENDRILL STS 46",PP-CA-449
1014859,"LEAD, TENDRILL STS 52",PP-CA-449
1014860,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
1022409,"ADAPTER, UNIPOLAR LEAD 3.2MM LOW-PROFILE CONN TO IS-1 RECEPT 47CM",PP-CA-449
1023855,"SHEATH, CPS DIRECT UPSIZED X-WIDE 47CM",PP-CA-449
1023856,"SHEATH, CPS DIRECT UPSIZED X-WIDE 47CM",PP-CA-449
1023857,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1023858,"LEAD, TENDRILL STS 52",PP-CA-449
1023859,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1023860,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1023861,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1025164,"GENERATOR, GALLANT VR ICD",PP-CA-449
1025165,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1025166,"GENERATOR, GALLANT VR ICD",PP-CA-449
1026633,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1026634,"LEAD, TENDRILL STS 52",PP-CA-449
1026635,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1026636,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1026637,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1026638,"SLITTER, CPS DIRECT SL II",PP-CA-449
1026644,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1026645,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1026646,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1026647,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1026648,"SLITTER, CPS DIRECT SL II",PP-CA-449
1027980,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
1027981,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1038762,"STYLET, MOND RVOT 58",PP-CA-449
1039974,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
1039975,"LEAD, TENDRILL STS 58",PP-CA-449
1039976,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1039977,"LEAD, TENDRILL STS 52",PP-CA-449
1039978,"LEAD, TENDRILL STS 58",PP-CA-449
1039982,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1039983,"LEAD, TENDRIL MRI 52CM",PP-CA-449
1039984,"LEAD, TENDRILL STS 58",PP-CA-449
1047997,"GENERATOR, GALLANT VR ICD",PP-CA-449
1047998,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1047999,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1048000,"LEAD, TENDRILL STS 52",PP-CA-449
1048001,"GENERATOR, ASSURITY MRI PACER SR RF",PP-CA-449
1048002,"LEAD, TENDRILL STS 58",PP-CA-449
1048003,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1048004,"GENERATOR, QUADRA ALLURE MP CRT-P MRI",PP-CA-449
1048005,"LEAD, TENDRILL STS 58",PP-CA-449
1048006,"LEAD, QUARTET QUADRIPOLAR SMALL-S 1456Q/86",PP-CA-449
1048007,"SLITTER, CPS DIRECT SL II",PP-CA-449
1048010,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1048011,"GENERATOR, GALLANT VR ICD",PP-CA-449
1048012,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1048013,"LEAD, TENDRILL STS 52",PP-CA-449
1048014,"LEAD, TENDRILL STS 58",PP-CA-449
1048015,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1048016,"GENERATOR, GALLANT VR ICD",PP-CA-449
1048017,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1048019,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1048031,"GENERATOR, GALLANT VR ICD",PP-CA-449
1048032,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1048033,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
1048034,"LEAD, TENDRILL STS 52",PP-CA-449
1048035,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1048036,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1048037,"LEAD, TENDRILL STS 46",PP-CA-449
1048038,"LEAD, TENDRILL STS 52",PP-CA-449
1048039,"GENERATOR, GALLANT VR ICD",PP-CA-449
1048040,"LEAD, DURATA ICD DF-4 ACTIVE TBP SINGLE SHOCK",PP-CA-449
1054538,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1054539,"LEAD, TENDRILL STS 58",PP-CA-449
1054540,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1054541,"LEAD, TENDRILL STS 46",PP-CA-449
1054542,"LEAD, TENDRILL STS 52",PP-CA-449
1066618,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1066619,"LEAD, TENDRILL STS 58",PP-CA-449
1066620,"LEAD, TENDRILL STS 52",PP-CA-449
1069122,"SHEATH, CPS DIRECT UPSIZED WIDE 47CM",PP-CA-449
1070314,"LEAD, TENDRILL STS 52",PP-CA-449
1071871,"LEAD, TENDRILL STS 52",PP-CA-449
1077488,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
1077493,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
1077494,"KIT, AVEIR INTRODUCER LEADLESS 25FR ID 50CM",PP-CA-449
1080493,"CATH, AVEIR DELIVERY LEADLESS VR",PP-CA-449
1080496,"GENERATOR, AVEIR LEADLESS PACEMAKER VR PM 19.5FR 38.5MM RV",PP-CA-449
1086617,"GENERATOR, GALLANT VR ICD",PP-CA-449
1086618,"GENERATOR, ASSURITY MRI PACER DR RF",PP-CA-449
1086619,"LEAD, TENDRILL STS 52",PP-CA-449
1086620,"LEAD, TENDRILL STS 58",PP-CA-449
1086629,"LEAD, TENDRIL MRI 46CM",PP-CA-449
1086630,"LEAD, QUARTET QUADRIPOLAR 1458Q/86",PP-CA-449
1086631,"GENERATOR, GALLANT HF BI-VENTRICULAR ICD CRT-D",PP-CA-449
