seq_no,Line_Description,contract_number
1096470,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
1096472,"REAGENT CHEMISTRY 100 TEST AFP ELECSYS COBAS E 100 V2",PP-LA-524
1103494,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1103495,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1103496,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1106348,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1106349,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
1106350,"CALIBRATOR CHEMISTRY T4 CALSET 4ML",PP-LA-524
1106418,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1110967,"Calibrator Chemistry FT4 II CALSET 4mL",PP-LA-524
1123219,"proBNP G2 STAT Elecsys cobas e 100 V2.1",PP-LA-524
1123239,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1123240,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1124670,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1124671,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1129790,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1129791,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
1131078,"REAGENT FERRITIN GENERATION II",PP-LA-524
1132291,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1132292,"REAGENT FT3 GEN3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1132293,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1134818,"Troponin PC Elecsys",PP-LA-524
1136996,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
1142144,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1143697,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1143698,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1143699,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1143700,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1145160,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1145161,"REAGENT FERRITIN GENERATION II",PP-LA-524
1145162,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1145163,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1145193,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1145194,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1145195,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1145202,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
1145203,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1145204,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1145205,"CALIBRATOR CHEMISTRY HCG+BETA 111 CALSET 4ML",PP-LA-524
1145206,"REAGENT CHEMISTRY 200 TEST FT4 II ELECSYS",PP-LA-524
1146510,"REAGENT CHEMISTRY 100 TEST HCG+BETA 11 ELECSYS COBAS",PP-LA-524
1146511,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
1148408,"REAGENT CHEMISTRY 100 TEST HCG+BETA 11 ELECSYS COBAS",PP-LA-524
1148409,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
1148413,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1148414,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1148415,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1148416,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1148417,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
1148418,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1148419,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
1149903,"CALIBRATOR CHEMISTRY CA 125 II CALSET 4ML",PP-LA-524
1149904,"CALIBRATOR CHEMISTRY CA 15-3 II CALSET 4ML",PP-LA-524
1149905,"CALIBRATOR CHEMISTRY ESTRADIOL III CALSET 4ML",PP-LA-524
1149906,"CALIBRATOR FOLLICLE STIMULATING HORMONE CALSET II SET 4X1ML",PP-LA-524
1149907,"CALIBRATOR CHEMISTRY LH II CALSET 4ML",PP-LA-524
1149908,"CALIBRATOR CHEMISTRY PROLACTIN II CALSET 4ML",PP-LA-524
1149909,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1149910,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1149911,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1149913,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1149914,"REAGENT CHEMISTRY 100 TEST AFP ELECSYS",PP-LA-524
1149915,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
1149916,"REAGENT CHEMISTRY 100 TEST CA 15-3 II ELECSYS COBAS E",PP-LA-524
1149917,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
1149918,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
1149920,"REAGENT CHEMISTRY 100 TEST LH ELECSYS COBAS E",PP-LA-524
1149921,"REAGENT CHEMISTRY 100 TEST PROGESTERONE III ELECSYS COBAS E",PP-LA-524
1149922,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
1149923,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
1149924,"REAGENT CHEMISTRY 100 TEST TESTOSTERONE II ELECSYS",PP-LA-524
1149925,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1154659,"VIAL IMMUNOLOGY CAL SET ELECSYS COBAS E",PP-LA-524
1165203,"Troponin T G5 STAT Elecsys cobas e100 V2",PP-LA-524
1177173,"REAGENT CHEMISTRY 100 TEST CARCINOEMBRYONIC ANTIGEN ELECSYS",PP-LA-524
1177175,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
1177176,"REAGENT T4 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1177177,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1177178,"CALIBRATOR CHEMISTRY FT4 II CALSET 4ML",PP-LA-524
1177199,"REAGENT FERRITIN GENERATION II",PP-LA-524
1177200,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1177203,"CALIBRATOR CHEMISTRY FT4 II CALSET 4ML",PP-LA-524
1178886,"Troponin PC Elecsys",PP-LA-524
1178894,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1178895,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1178896,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1178897,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1180184,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1180185,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1180186,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
1180187,"REAGENT CHEMISTRY 100 TEST CARCINOEMBRYONIC ANTIGEN ELECSYS",PP-LA-524
1180189,"CALIBRATOR CHEMISTRY STAT GEN4 CK-MB CALSET 4ML",PP-LA-524
1180190,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
1180192,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1180193,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1180194,"CALIBRATOR CHEMISTRY T3 CALSET 4ML",PP-LA-524
1180195,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1180196,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1192142,"CONTROL CHEMISTRY PRECI MULTIMARKER COBAS 6X2ML",PP-LA-524
1193765,"VIAL IMMUNOLOGY CAL SET ELECSYS COBAS E",PP-LA-524
1195278,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
1203295,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1203296,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1203297,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1203298,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1203300,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1203302,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1203303,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1203326,"REAGENT FERRITIN GENERATION II",PP-LA-524
1203328,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1203336,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1210046,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
1210047,"REAGENT FT3 GEN3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1210048,"CALIBRATOR FT3 GEN3 ELECSYS V2 CALSET 1ML",PP-LA-524
1210049,"CALIBRATOR CHEMISTRY HCG+BETA 111 CALSET 4ML",PP-LA-524
1210050,"CALIBRATOR CHEMISTRY PTH CALSET 4ML",PP-LA-524
1210051,"CALIBRATOR CHEMISTRY T4 CALSET 4ML",PP-LA-524
1212700,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1212701,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1212702,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1215524,"CONTROL CHEMISTRY PROBE WASH M ELECSYS 70ML",PP-LA-524
1218722,"CONTROL CHEMISTRY PRECI MULTIMARKER COBAS 6X2ML",PP-LA-524
1221358,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1221410,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1221411,"REAGENT CHEMISTRY 200 TEST FT4 II ELECSYS",PP-LA-524
1221412,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1221413,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1221420,"proBNP G2 STAT Elecsys cobas e100 V2.1",PP-LA-524
1221421,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1221422,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1221423,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1249827,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
1253999,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1254021,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1254022,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1254023,"CALIBRATOR CHEMISTRY FT4 II CALSET 4ML",PP-LA-524
1254024,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
1260955,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1260956,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1268991,"Troponin T G5 STAT Elecsys cobas e100 V2",PP-LA-524
1268995,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1268996,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
1268997,"REAGENT T3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1268998,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
1268999,"REAGENT CHEMISTRY 100 TEST HCG+BETA 11 ELECSYS COBAS",PP-LA-524
1271999,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1272000,"CALIBRATOR CHEMISTRY FT4 II CALSET 4ML",PP-LA-524
1272001,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1276080,"CALIBRATOR CHEMISTRY FT4 II CALSET 4ML",PP-LA-524
1276174,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1276175,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
1276176,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1276177,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1276178,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1286562,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1286616,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1286617,"REAGENT FERRITIN GENERATION II",PP-LA-524
1286618,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1286619,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1286620,"REAGENT CHEMISTRY ELECSYS",PP-LA-524
1286621,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1286622,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1286623,"REAGENT CHEMISTRY 200 TEST FT4 II ELECSYS",PP-LA-524
1289586,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1291755,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1291756,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1291757,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1291758,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1297069,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1297070,"REAGENT CHEMISTRY GEN-2 100 TEST VITAMIN B12 ELECSYS",PP-LA-524
1305989,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
13771411,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13771412,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13771413,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13779506,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13779507,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13779508,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13782713,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13782714,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13782715,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13782716,"TESTPACK, FERRITIN (100)",PP-LA-524
13782717,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13782718,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13782719,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13782720,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13782721,"TESTPACK, PTH-STAT (100)",PP-LA-524
13786992,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13786993,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13797324,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13799840,"TESTPACK, FERRITIN (100)",PP-LA-524
13799841,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13799842,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13802406,"TESTPACK, FERRITIN (100)",PP-LA-524
13808317,"TESTPACK, AFP (100)",PP-LA-524
13808318,"TESTPACK, CA 125 II (100)",PP-LA-524
13808319,"TESTPACK, CA 15-3 II (100)",PP-LA-524
13808320,"TESTPACK, CA19-9 (100)",PP-LA-524
13808321,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
13808322,"TESTPACK, FSH (100)",PP-LA-524
13808323,"TESTPACK, LH (100)",PP-LA-524
13808324,"TESTPACK, PROGESTERONE III (100)",PP-LA-524
13808325,"TESTPACK, PROLACTIN II (100)",PP-LA-524
13808326,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
13815261,"TESTPACK, PROLACTIN II (100)",PP-LA-524
13816344,"CONTROL, PRECI MULTIMARKER (6 X 2ML)",PP-LA-524
13837787,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13837788,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13837789,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13837790,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13841776,"TESTPACK, CEA (100)",PP-LA-524
13841777,"TESTPACK, CK-MB STAT GEN 4 (100 TEST)",PP-LA-524
13841778,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13841779,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13841780,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13841781,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13841782,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
13841783,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
13841784,"TESTPACK, ELECYS TOTAL PSA GEN 2.1 (100 TESTS)",PP-LA-524
13841785,"TESTPACK, FERRITIN (100)",PP-LA-524
13841786,"TESTPACK, FOLATE III (100 TEST)",PP-LA-524
13841787,"TESTPACK, FT3 GEN3 (200)",PP-LA-524
13841788,"TESTPACK, PTH (100)",PP-LA-524
13841789,"TESTPACK, T4 (200)",PP-LA-524
13843069,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13843070,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13848665,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13848666,"TESTPACK, FERRITIN (100)",PP-LA-524
13848667,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13848668,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
13848669,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13848670,"TESTPACK, PTH-STAT (100)",PP-LA-524
13848671,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13848672,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13848673,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13852673,"TUBING, PICH VALVE FOR COBAS E411",PP-LA-524
13860281,"TESTPACK, CA 125 II (100)",PP-LA-524
13860282,"TESTPACK, FSH (100)",PP-LA-524
13883653,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13883654,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13883655,"TESTPACK, CEA (100)",PP-LA-524
13883656,"TESTPACK, CK-MB STAT GEN 4 (100 TEST)",PP-LA-524
13883657,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13883658,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13883659,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13883660,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
13883661,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
13883662,"TESTPACK, FERRITIN (100)",PP-LA-524
13883663,"TESTPACK, FOLATE III (100 TEST)",PP-LA-524
13899534,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13899536,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13899537,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13899538,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13899539,"TESTPACK, FERRITIN (100)",PP-LA-524
13899540,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
13899541,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13899542,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13899543,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13899544,"TESTPACK, PTH-STAT (100)",PP-LA-524
13911771,"TESTPACK, AFP (100)",PP-LA-524
13911772,"TESTPACK, CA19-9 (100)",PP-LA-524
13911773,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
13911774,"TESTPACK, FSH (100)",PP-LA-524
13911775,"TESTPACK, LH (100)",PP-LA-524
13911776,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
13913424,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13914863,"TESTPACK, FERRITIN (100)",PP-LA-524
13920258,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13920259,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13920260,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13921796,"TUBING, PICH VALVE FOR COBAS E411",PP-LA-524
13930077,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13949610,"TESTPACK, AFP (100)",PP-LA-524
13949611,"TESTPACK, CA 125 II (100)",PP-LA-524
13949612,"TESTPACK, CA 15-3 II (100)",PP-LA-524
13949613,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
13949614,"TESTPACK, LH (100)",PP-LA-524
13949615,"TESTPACK, PROGESTERONE III (100)",PP-LA-524
13949616,"TESTPACK, PROLACTIN II (100)",PP-LA-524
13949617,"TESTPACK, PTH-STAT (100)",PP-LA-524
13949618,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
13950794,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
13953814,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13955017,"TUBING, PICH VALVE FOR COBAS E411",PP-LA-524
13957526,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13957527,"TESTPACK, CEA (100)",PP-LA-524
13957528,"TESTPACK, CK-MB STAT GEN 4 (100 TEST)",PP-LA-524
13957529,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
13957530,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
13957531,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13957532,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
13957533,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13957534,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
13957535,"TESTPACK, ELECYS TOTAL PSA GEN 2.1 (100 TESTS)",PP-LA-524
13957536,"TESTPACK, FERRITIN (100)",PP-LA-524
13957537,"TESTPACK, FOLATE III (100 TEST)",PP-LA-524
13957538,"TESTPACK, FT3 GEN3 (200)",PP-LA-524
13957539,"TESTPACK, PTH (100)",PP-LA-524
13957540,"TESTPACK, T3 (200)",PP-LA-524
13957541,"TESTPACK, T4 (200)",PP-LA-524
13963444,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
13972864,"TESTPACK, AFP (100)",PP-LA-524
13972865,"TESTPACK, CA 125 II (100)",PP-LA-524
13972866,"TESTPACK, LH (100)",PP-LA-524
13972867,"TESTPACK, PROGESTERONE III (100)",PP-LA-524
13972868,"TESTPACK, PROLACTIN II (100)",PP-LA-524
13972869,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
13982267,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13984952,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13991844,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13991850,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13997921,"TESTPACK, CA 15-3 II (100)",PP-LA-524
13999560,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13999561,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
13999562,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
13999563,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
13999564,"TESTPACK, FOLATE III (100 TEST)",PP-LA-524
13999565,"TESTPACK, PTH (100)",PP-LA-524
14000750,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
14000751,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
14000752,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
14000753,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
14004085,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
14004086,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
14004090,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
14004091,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
14004092,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
14004093,"TESTPACK, FERRITIN (100)",PP-LA-524
14004094,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
14004095,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
14004096,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
14004097,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
14004098,"TESTPACK, PTH-STAT (100)",PP-LA-524
14004101,"CONTROL, PRECI MULTIMARKER (6 X 2ML)",PP-LA-524
14018010,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
14018011,"TESTPACK, PROLACTIN II (100)",PP-LA-524
14020625,"TESTPACK, PTH (100)",PP-LA-524
14020626,"TESTPACK, FT3 GEN3 (200)",PP-LA-524
14023531,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
14023532,"TESTPACK, FERRITIN (100)",PP-LA-524
14023533,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
14023534,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
14026219,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
14033332,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
14035956,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
14035957,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
14050742,"TESTPACK, PTH (100)",PP-LA-524
14062565,"TESTPACK, FERRITIN (100)",PP-LA-524
14062567,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
14062568,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
14062569,"TESTPACK, FT3 GEN3 (200)",PP-LA-524
14062570,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
14062571,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
14062572,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
