seq_no,Line_Description,contract_number
310543,"TESTPACK, CA19-9 (100)",PP-LA-524
310544,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
310545,"TESTPACK, LH (100)",PP-LA-524
310546,"TESTPACK, PROGESTERONE III (100)",PP-LA-524
310547,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
313864,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
313865,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
313866,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
313867,"TESTPACK, FERRITIN (100)",PP-LA-524
313868,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
313869,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
313870,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
313871,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
313872,"TESTPACK, PTH-STAT (100)",PP-LA-524
322705,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
322706,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
322707,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
322708,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
322710,"TESTPACK, T4 (200)",PP-LA-524
330509,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
330510,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
330538,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
330539,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
333787,"TUBING, PICH VALVE FOR COBAS E411",PP-LA-524
337862,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
342408,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
342409,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
342410,"TESTPACK, FERRITIN (100)",PP-LA-524
342411,"TESTPACK, ELECSYS 2010 HCG STAT 11 (100)",PP-LA-524
342412,"TESTPACK, PTH-STAT (100)",PP-LA-524
342413,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
342415,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
342416,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
359655,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
361488,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
369019,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
374041,"REAGENT, COBAS ELECSYS PCT (100 TESTS)",PP-LA-524
374042,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
374043,"TESTPACK, CEA (100)",PP-LA-524
374044,"TESTPACK, CK-MB STAT GEN 4 (100 TEST)",PP-LA-524
374045,"TESTPACK, COBAS E-ELECSYS PROBNP GEN 2 (100)",PP-LA-524
374046,"TESTPACK, CORTISOL II (100 TESTS)",PP-LA-524
374047,"TESTPACK, ELECSYS 2010 TSH (200)",PP-LA-524
374048,"TESTPACK, ELECSYS FT4 II  (200)",PP-LA-524
374049,"TESTPACK, ELECSYS HCG+BETA (100)",PP-LA-524
374051,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
374052,"TESTPACK, ELECYS TOTAL PSA GEN 2.1 (100 TESTS)",PP-LA-524
374053,"TESTPACK, FERRITIN (100)",PP-LA-524
374054,"TESTPACK, FOLATE III (100 TEST)",PP-LA-524
374055,"TESTPACK, FT3 GEN3 (200)",PP-LA-524
374056,"TESTPACK, PTH (100)",PP-LA-524
374057,"TESTPACK, T3 (200)",PP-LA-524
374058,"TESTPACK, T4 (200)",PP-LA-524
376935,"TESTPACK, AFP (100)",PP-LA-524
376936,"TESTPACK, CA 125 II (100)",PP-LA-524
376937,"TESTPACK, CA 15-3 II (100)",PP-LA-524
376938,"TESTPACK, CA19-9 (100)",PP-LA-524
376939,"TESTPACK, ESTRADIOL III (100)",PP-LA-524
376940,"TESTPACK, FSH (100)",PP-LA-524
376941,"TESTPACK, LH (100)",PP-LA-524
376942,"TESTPACK, PROGESTERONE III (100)",PP-LA-524
376943,"TESTPACK, PROLACTIN II (100)",PP-LA-524
376944,"TESTPACK, PTH-STAT (100)",PP-LA-524
376945,"TESTPACK, TESTOSTERONE II (100)",PP-LA-524
384414,"TESPACK, TROPONIN STAT GEN 4 (100T)",PP-LA-524
392742,"TUBING, PICH VALVE FOR COBAS E411",PP-LA-524
402720,"TESTPACK, ELECSYS VITAMIN B12 GEN-2 (100 TEST)",PP-LA-524
402721,"TESTPACK, FERRITIN (100)",PP-LA-524
874382,"Troponin PC Elecsys",PP-LA-524
876799,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
877780,"CALIBRATOR PROBNP G2 CS ELSCSYS V21",PP-LA-524
877781,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
877785,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
877786,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
877788,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
877789,"REAGENT FERRITIN GENERATION II",PP-LA-524
877790,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
877833,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
877834,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
877835,"REAGENT CHEMISTRY 100 TEST CARCINOEMBRYONIC ANTIGEN ELECSYS",PP-LA-524
877836,"REAGENT FT3 GEN3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
879236,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
879237,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
880438,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
880439,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
882623,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
882624,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
888859,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
888860,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
888891,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
888892,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
888949,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
888950,"REAGENT CHEMISTRY 100 TEST AFP ELECSYS COBAS E 100 V2",PP-LA-524
888951,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
888952,"REAGENT CHEMISTRY 100 TEST CA 15-3 II ELECSYS COBAS E",PP-LA-524
888953,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
888954,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
888956,"REAGENT CHEMISTRY 100 TEST LH ELECSYS COBAS E",PP-LA-524
888957,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
888959,"CALIBRATOR FOLLICLE STIMULATING HORMONE CALSET II SET 4X1ML",PP-LA-524
888960,"CALIBRATOR CHEMISTRY TESTOSTERONE II CALSET 4ML",PP-LA-524
891379,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
891380,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
891381,"VIAL IMMUNOLOGY CAL SET ELECSYS COBAS E",PP-LA-524
892607,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
892608,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
892649,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
892650,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
892652,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
892653,"CALIBRATOR FT3 GEN3 ELECSYS V2 CALSET 1ML",PP-LA-524
892654,"CALIBRATOR CHEMISTRY T3 CALSET 4ML",PP-LA-524
894097,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
894098,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
895345,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
895346,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
907464,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
907511,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
907512,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
908909,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
909008,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
910291,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
910299,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
910300,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
910301,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
919878,"TESTPACK PROBNP G2 STAT 100",PP-LA-524
919879,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
919880,"CALIBRATOR CHEMISTRY HCG+BETA 111 CALSET 4ML",PP-LA-524
919881,"CALIBRATOR CHEMISTRY T4 CALSET 4ML",PP-LA-524
919882,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
919883,"CONTROL CHEMISTRY PRE CLEAN M ELECSYS 600ML",PP-LA-524
921550,"CONTROL CHEMISTRY PRE CLEAN M ELECSYS 600ML",PP-LA-524
924269,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
924270,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
925634,"CONTROL CHEMISTRY PROBE WASH M ELECSYS 70ML",PP-LA-524
929702,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
929703,"CALIBRATOR PROBNP G2 CS ELSCSYS V21",PP-LA-524
929704,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
936107,"REAGENT FERRITIN GENERATION II",PP-LA-524
936108,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
936109,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
936110,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
936111,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
936112,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
936113,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
936114,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
938946,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
938994,"CALIBRATOR FT3 GEN3 ELECSYS V2 CALSET 1ML",PP-LA-524
938995,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
938996,"CALIBRATOR CHEMISTRY T3 CALSET 4ML",PP-LA-524
938997,"REAGENT T3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
938998,"CALIBRATOR CHEMISTRY PTH CALSET 4ML",PP-LA-524
938999,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
939000,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
939001,"REAGENT FERRITIN GENERATION II",PP-LA-524
939002,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
939003,"REAGENT CHEMISTRY 100 TEST HCG+BETA 11 ELECSYS COBAS",PP-LA-524
939004,"CALIBRATOR CHEMISTRY T4 CALSET 4ML",PP-LA-524
939823,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
939824,"CALIBRATOR CHEMISTRY PROGESTERONE III CALSET 4ML",PP-LA-524
939825,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
939826,"CALIBRATOR FOLLICLE STIMULATING HORMONE CALSET II SET 4X1ML",PP-LA-524
939827,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
939829,"CALIBRATOR CHEMISTRY CA 125 II CALSET 4ML",PP-LA-524
939830,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
939831,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
939832,"REAGENT CHEMISTRY 100 TEST PROGESTERONE III ELECSYS COBAS E",PP-LA-524
939833,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
939835,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
939836,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
939837,"CALIBRATOR CHEMISTRY CA 15-3 II CALSET 4ML",PP-LA-524
946602,"CONTROL CHEMISTRY PRECI VARIA 6X3ML",PP-LA-524
946603,"CONTROL CHEMISTRY PRECI UNIVERSAL ELECSYS 4X3ML",PP-LA-524
946647,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
947535,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
949614,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
954705,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
960242,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
961432,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
961433,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
961440,"REAGENT FT3 GEN3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
961441,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
966127,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
966128,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
977301,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
977302,"REAGENT CHEMISTRY 100 TEST CARCINOEMBRYONIC ANTIGEN ELECSYS",PP-LA-524
977303,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
977304,"CALIBRATOR CHEMISTRY STAT GEN4 CK-MB CALSET 4ML",PP-LA-524
977305,"CALIBRATOR CHEMISTRY HCG+BETA 111 CALSET 4ML",PP-LA-524
977306,"CALIBRATOR CHEMISTRY T4 CALSET 4ML",PP-LA-524
980013,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
980014,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
986774,"CONTROL CHEMISTRY PRECI MULTIMARKER COBAS 6X2ML",PP-LA-524
988505,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
988506,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
988507,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
988509,"REAGENT CHEMISTRY 100 TEST LH ELECSYS COBAS E",PP-LA-524
988510,"REAGENT CHEMISTRY 100 TEST PROGESTERONE III ELECSYS COBAS E",PP-LA-524
988511,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
988512,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
988513,"CALIBRATOR CHEMISTRY PROGESTERONE III CALSET 4ML",PP-LA-524
995424,"CALIBRATOR PROBNP G2 CS ELSCSYS V21",PP-LA-524
995425,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
995426,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
995427,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
995429,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
995430,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
995454,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
995455,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
995456,"CALIBRATOR CHEMISTRY HCG+BETA 111 CALSET 4ML",PP-LA-524
995457,"CALIBRATOR CHEMISTRY PTH CALSET 4ML",PP-LA-524
995472,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
995473,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
995474,"REAGENT FERRITIN GENERATION II",PP-LA-524
995475,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
995476,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
995477,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
995478,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1000224,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
1001651,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1001695,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
1001700,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
1001701,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1011665,"TESTPACK PROBNP G2 STAT 100",PP-LA-524
1011666,"REAGENT FERRITIN GENERATION II",PP-LA-524
1011667,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1023338,"CALIBRATOR PROBNP G2 CS ELSCSYS V21",PP-LA-524
1025995,"CONTROL CHEMISTRY PROBE WASH M ELECSYS 70ML",PP-LA-524
1026290,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1026291,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1027492,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
1027493,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
1027494,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1028659,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1028660,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1028661,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1028662,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1030876,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
1030877,"REAGENT CHEMISTRY 100 TEST CA 15-3 II ELECSYS COBAS E",PP-LA-524
1030878,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
1030879,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
1030880,"REAGENT FSH TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1030881,"REAGENT CHEMISTRY 100 TEST LH ELECSYS COBAS E",PP-LA-524
1030882,"REAGENT CHEMISTRY 100 TEST PROGESTERONE III ELECSYS COBAS E",PP-LA-524
1030883,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
1030884,"REAGENT CHEMISTRY 100 TEST TESTOSTERONE II ELECSYS",PP-LA-524
1030885,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1035361,"CONTROL CHEMISTRY PRECI GEN 4 CARDIAC 4X2ML",PP-LA-524
1038288,"CALIBRATOR CHEMISTRY LH II CALSET 4ML",PP-LA-524
1038304,"REAGENT CHEMISTRY 100 TEST LH ELECSYS COBAS E",PP-LA-524
1038305,"REAGENT CHEMISTRY 100 TEST CA 15-3 II ELECSYS COBAS E",PP-LA-524
1038307,"CALIBRATOR CHEMISTRY ESTRADIOL III CALSET 4ML",PP-LA-524
1038308,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1038309,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1038310,"REAGENT CHEMISTRY 100 TEST AFP ELECSYS COBAS E 100 V2",PP-LA-524
1038311,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
1038312,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
1038313,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
1038315,"REAGENT CHEMISTRY 100 TEST PROGESTERONE III ELECSYS COBAS E",PP-LA-524
1038316,"REAGENT CHEMISTRY 100 TEST PROLACTIN II ELECSYS COBAS E",PP-LA-524
1038317,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1038320,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
1038321,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1038347,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1038348,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1039498,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1039499,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1039500,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1047443,"REAGENT CHEMISTRY 100 TEST HCG+BETA 11 ELECSYS COBAS",PP-LA-524
1047445,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1047446,"REAGENT T4 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1049012,"CONTROL CHEMISTRY PRE CLEAN M ELECSYS 600ML",PP-LA-524
1055241,"REAGENT DILUENT MULTIASSAY COBAS 175",PP-LA-524
1055242,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1055243,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
1055244,"REAGENT PSA GEN 2.1 TESTPACK 100 TEST ELECSYS",PP-LA-524
1055245,"REAGENT CHEMISTRY 100 TEST PARATHYROID HORMONE COBAS ELECSYS",PP-LA-524
1055246,"CALIBRATOR CHEMISTRY CEA CALSET 4ML",PP-LA-524
1055247,"CALIBRATOR FT3 GEN3 ELECSYS V2 CALSET 1ML",PP-LA-524
1055248,"CALIBRATOR CHEMISTRY T3 CALSET 4ML",PP-LA-524
1055269,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1055270,"REAGENT FERRITIN GENERATION II",PP-LA-524
1055271,"REAGENT CHEMISTRY 100 TEST PTH-STAT COBAS E ELECSYS",PP-LA-524
1055272,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1055276,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1055277,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1055279,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1055321,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
1056725,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
1056726,"CALIBRATOR PROBNP G2 CS ELSCSYS V21",PP-LA-524
1056727,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
1058404,"TIP PIPET ASSAY PREPARATION ELECSYS",PP-LA-524
1058405,"CUP ANALYZER ELECSYS 60X60 REACTION",PP-LA-524
1058406,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1058407,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1058409,"TUBE TEST PICH VALVE COBAS E411",PP-LA-524
1059545,"TESTPACK COBAS EELECSYS PROBNP G2 100 V21",PP-LA-524
1068752,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
1072695,"REAGENT HCG STAT TESTPACK 100 TEST ELECSYS COBAS E",PP-LA-524
1072696,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1072697,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
1072703,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
1076392,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1076393,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1078430,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1078431,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1078432,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1085979,"SOLUTION CLEANING 380ML 1140 TEST",PP-LA-524
1085980,"REAGENT PROCELL 380ML ELECSYS 1140",PP-LA-524
1093923,"REAGENT CHEMISTRY GEN 4 100 TEST CK-MB STAT ELECSYS",PP-LA-524
1093924,"REAGENT CHEMISTRY 100 TEST CARCINOEMBRYONIC ANTIGEN ELECSYS",PP-LA-524
1093925,"REAGENT T3 TESTPACK 200 TEST ELECSYS COBAS E",PP-LA-524
1093926,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1095243,"REAGENT DILUENT UNIVERSAL COBAS 2X40ML",PP-LA-524
1095244,"DILUENT CHEMISTRY UNIVERSAL 2 ELECSYS 2X36ML",PP-LA-524
1095245,"CALIBRATOR CHEMISTRY FERRITIN CALSET 4ML",PP-LA-524
1095246,"CALIBRATOR CHEMISTRY CORTISOL II CALSET",PP-LA-524
1095247,"CALIBRATOR HCG STAT ELECSYS V3 CALSET 1ML",PP-LA-524
1095248,"CALIBRATOR CHEMISTRY TSH CALSET 4X1.3ML",PP-LA-524
1095286,"TESTPACK TROPONIN T G5 STAT ELECSYS COBAS E 100 V2",PP-LA-524
1095287,"CALIBRATOR TROPONIN T G5 STAT CS ELECSYS 4 X 1ML",PP-LA-524
1095315,"REAGENT CHEMISTRY 100 TEST CORTISOL II ELECSYS",PP-LA-524
1095316,"REAGENT FERRITIN GENERATION II",PP-LA-524
1095317,"REAGENT CHEMISTRY 100 TEST PCT COBAS ELECSYS",PP-LA-524
1095318,"REAGENT CHEMISTRY 200 TEST THYROID STIMULATING HORMONE ELECSYS",PP-LA-524
1096461,"CALIBRATOR CHEMISTRY ESTRADIOL III CALSET 4ML",PP-LA-524
1096462,"CALIBRATOR CHEMISTRY PROLACTIN II CALSET 4ML",PP-LA-524
1096463,"CALIBRATOR CHEMISTRY TESTOSTERONE II CALSET 4ML",PP-LA-524
1096464,"CLEANER INSTRUMENT ELECSYS 5X100ML",PP-LA-524
1096465,"REAGENT SYSWASH ELECSYS 500ML",PP-LA-524
1096466,"REAGENT CHEMISTRY 100 TEST CA 125 II ELECSYS",PP-LA-524
1096467,"REAGENT CHEMISTRY 100 TEST CA19-9 ELECSYS COBAS E",PP-LA-524
1096468,"REAGENT CHEMISTRY 100 TEST ESTRADIOL III ELECSYS COBAS E",PP-LA-524
