id,mpn_raw,mpn_normalized,description_text,manufacturer_raw,source_field,source_system,contract_no
379,121902,121902,"BAND EXERCISE MINI-BAND MEDIUM 2IN X 9IN GREEN ROLL LATEX EA","MF ATHLETIC",Product_Description,PO_PREMIER,PP-NS-1680
398,1258T/86,1258T86,"LEAD PACING QUICKFLEX U BIPOLAR 5FR 86CM 20MM SPACING LEFT HEART S-CURVED LOW-PROFILE IS-1 CONNECTOR STEERABLE TIP FLEXIBLE OPTIM","ABBOTT LABORATORIES INC.",Product_Description,PO_PREMIER,PP-CA-449
398,1258T/86,1258T86,"LEAD, QUICKFLEX MICRO 86","ST. JUDE MEDICAL/PACESETTER",Facility_Product_Description,PO_PREMIER,PP-CA-449
411,1281/52,128152,"STYLET, LOCATOR PLUS DEF 1281/52","ST. JUDE MEDICAL/PACESETTER",Facility_Product_Description,PO_PREMIER,PP-CA-449
411,1281/52,128152,"STYLET LEAD LOCATOR PLUS 0.016IN 14MM RADIUS 52CM 40MM REACH DEFLECTABLE X-FIRM ATRIAL DISPOSABLE","ABBOTT LABORATORIES INC.",Product_Description,PO_PREMIER,PP-CA-449
412,1281/58,128158,"STYLET LEAD LOCATOR PLUS 0.016IN 14MM RADIUS 58CM 40MM REACH DEFLECTABLE X-FIRM ATRIAL DISPOSABLE","ABBOTT LABORATORIES INC.",Product_Description,PO_PREMIER,PP-CA-449
412,1281/58,128158,"LOCATOR PLUS DEFLECTABLE STYLET_U",NULL,Facility_Product_Description,PO_PREMIER,PP-CA-449
412,1281/58,128158,"1281/58 LOCATOR PLUSDEFLECTABLE STYLET_U",NULL,Facility_Product_Description,PO_PREMIER,PP-CA-449
413,1292/58,129258,"STYLET LEAD LOCATOR PLUS 0.016IN 14MM RADIUS 58CM 55MM REACH DEFLECTABLE X-FIRM VENTRICULAR DISPOSABLE","ABBOTT LABORATORIES INC.",Product_Description,PO_PREMIER,PP-CA-449
413,1292/58,129258,"STYLET, LOCATOR PLUS DEF 1292/58","ST. JUDE MEDICAL/PACESETTER",Facility_Product_Description,PO_PREMIER,PP-CA-449
441,133650,133650,"PREMIUM SUGICLIP III 9.0","COVIDIEN LP",Facility_Product_Description,PO_PREMIER,PP-OR-1487
