seq_no,Line_Description,contract_number
1261884,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1261885,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1261886,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1261887,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
1263651,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1263652,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1264952,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1265001,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1266177,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1266287,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1266291,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1266292,"STAPLER, TA 60-3.5",PP-OR-1487
1266297,"TROCAR, ENDO CLOSE",PP-OR-1487
1266791,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1266795,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1266801,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1266802,"TROCAR, ENDO CLOSE",PP-OR-1487
1266803,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1266804,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1267985,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1267986,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1267987,"STAPLER, DST SERIES 33 MM W/ 4.8 MM STAPLE",PP-OR-1487
1267988,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1268026,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1268027,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1268037,"TROCAR, ENDO CLOSE",PP-OR-1487
1268038,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1268039,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1268040,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1269766,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1269767,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1269768,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1272733,"STAPLER, EEA XL 33MM W/ 4.8MM STAPLE",PP-OR-1487
1272833,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1272861,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1272862,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1272863,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1272864,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1272865,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1272866,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1272867,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
1272868,"TROCAR, ENDO CLOSE",PP-OR-1487
1272869,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1272924,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1276829,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1278064,"ADAPTER, SIGNIA POWER LINEAR XL",PP-OR-1487
1278065,"STAPLER, DST SERIES 33 MM W/ 4.8 MM STAPLE",PP-OR-1487
1278601,"SCISSORS,IRIS,CURVED,STD,4.5",STERIL",PP-OR-1487
1279262,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
1279264,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1279265,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1279266,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1279267,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1279268,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1279269,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1279292,"RELOAD, DST SERIES GIA 80MM - 4.8MM LOADING UNIT",PP-OR-1487
1281559,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1281560,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1281648,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1281649,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1281653,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1281654,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1282865,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1282866,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1282867,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1282868,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1282912,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1282914,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1282915,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1282916,"TROCAR, ENDO CLOSE",PP-OR-1487
1282917,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1282942,"TROCAR, ENDO CLOSE",PP-OR-1487
1282943,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1282944,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
1282945,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
1282946,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1282947,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1282948,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1282949,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1282950,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
1284565,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1284570,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1284571,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
1284572,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
1284669,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1284670,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1284671,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1284673,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1284674,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1284675,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1285968,"STAPLER, DST SERIES 28 MM W/ 4.8 MM STAPLE",PP-OR-1487
1287090,"STAPLER, DST SERIES 28 MM W/ 4.8 MM STAPLE",PP-OR-1487
1287668,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1287669,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1287689,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1287840,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1288805,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1288806,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1288807,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1288808,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1288837,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1288838,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1288839,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1288840,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1288897,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1292810,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1292824,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1294973,"DISSECTOR, BALLOON OVAL SPACEMAKER PLUS SBT",PP-OR-1487
1294974,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1294975,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1294978,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1294980,"STAPLER, TA 90-3.5",PP-OR-1487
1295048,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1295049,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1295057,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1295059,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1295060,"RELOAD, DST SERIES GIA 100MM - 3.8MM LOADING UNIT",PP-OR-1487
1295062,"TROCAR, ENDO CLOSE",PP-OR-1487
1295063,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1295064,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1296340,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1296341,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1296342,"DISSECTOR, BALLOON OVAL SPACEMAKER PLUS SBT",PP-OR-1487
1296344,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1296410,"TROCAR, ENDO CLOSE",PP-OR-1487
1296414,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1296420,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1296726,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1296727,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1298180,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1298205,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1298206,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1298207,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1298208,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1298209,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE EXTRA/THICK",PP-OR-1487
1298214,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
1298215,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1298216,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1299340,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1299341,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE EXTRA/THICK",PP-OR-1487
1301065,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1301066,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1301071,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1301091,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1301092,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1301094,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1301095,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1301096,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1301097,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1301461,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1302596,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1302657,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
1302671,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1302672,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
1302673,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1302685,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1302690,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1302691,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1304044,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1304045,"STAPLER, DST SERIES 33 MM W/ 4.8 MM STAPLE",PP-OR-1487
1304046,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1304122,"RELOAD, SIGNIA VASCULAR SM DIA CURVED TIP 30MM",PP-OR-1487
1304148,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1304323,"ENDO STITCH, DISP 10MM",PP-OR-1487
1304325,"SCISSORS SURGICAL LISTER ANGLED BLUNT/BLUNT SMOOTH STAINLESS STEEL LATEX FREE DI",PP-OR-1487
1305339,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1306599,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1306600,"STAPLER, DST SERIES 28 MM W/ 4.8 MM STAPLE",PP-OR-1487
1307951,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1307952,"STAPLER, TA 60-3.5",PP-OR-1487
1307953,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1307954,"TROCAR, ENDO CLOSE",PP-OR-1487
1307964,"TROCAR, ENDO CLOSE",PP-OR-1487
1310745,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1310746,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1310747,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1310748,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1310749,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1310750,"TROCAR, ENDO CLOSE",PP-OR-1487
1310751,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1310752,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1310753,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
1310928,"ENDO STITCH, DISP 10MM",PP-OR-1487
1312548,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
1312549,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1312550,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
1312551,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1312555,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1312556,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1312557,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1312608,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1312634,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1312635,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1313628,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1313629,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1313630,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1313893,"SCISSORS SURGICAL LISTER ANGLED BLUNT/BLUNT SMOOTH STAINLESS STEEL LATEX FREE DI",PP-OR-1487
1316705,"SCISSOR SURG SHARP/BLUNT STR 5.5IN",PP-OR-1487
1316869,"SCISSORS SURGICAL LISTER ANGLED BLUNT/BLUNT SMOOTH STAINLESS STEEL LATEX FREE DI",PP-OR-1487
1318458,"SCISSOR SURG SHARP/BLUNT STR 5.5IN",PP-OR-1487
1319518,"ENDO STITCH, DISP 10MM",PP-OR-1487
1319656,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1319658,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1319659,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1320423,"SCISSOR SURG SHARP/BLUNT STR 5.5IN",PP-OR-1487
1321218,"SCISSORS SURGICAL LISTER ANGLED BLUNT/BLUNT SMOOTH STAINLESS STEEL LATEX FREE DI",PP-OR-1487
1321775,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1323624,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1323626,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1323627,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1325653,"STAPLER, TA 60-3.5",PP-OR-1487
1326507,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1326508,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1327398,"SCISSOR SURG SHARP/BLUNT STR 5.5IN",PP-OR-1487
1327989,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1329775,SCISSOR,PP-OR-1487
1329776,SCISSOR,PP-OR-1487
1330720,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1331379,"TROCAR, ENDO CLOSE",PP-OR-1487
1331380,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1331381,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
1331382,"TROCAR, ENDO CLOSE",PP-OR-1487
1331586,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1331615,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1331616,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1331617,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1331621,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1331622,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1331623,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1331644,"TROCAR, ENDO CLOSE",PP-OR-1487
1331645,"ENDO STITCH, DISP 10MM",PP-OR-1487
1331646,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1331659,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1331660,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
1331661,"TROCAR, ENDO CLOSE",PP-OR-1487
1331843,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1333026,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1333028,"STAPLER, TA 60-3.5",PP-OR-1487
1333029,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1333267,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1334072,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1334847,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
1334939,"RELOAD, DST GIA 60MM TRI-STAPLE BLACK THICK 4.0, 4.5, 5.0",PP-OR-1487
1334940,"STAPLER, DST GIA 60MM TRI-STAPLE BLACK THICK 4.0, 4.5, 5.0",PP-OR-1487
1335381,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
1335916,"SCISSOR, IRIS CURVED 4.5 INCH - DISP STERILE",PP-OR-1487
1336731,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1336823,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1337338,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1337401,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1337475,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1337478,"SUTURE, 2-0 SURGIDAC ENDO STITCH 48IN",PP-OR-1487
1338236,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1338723,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
13766526,"STAPLER, DST SERIES 28 MM W/ 4.8 MM STAPLE",PP-OR-1487
13766753,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
13766754,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
13766762,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
13766763,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
13766764,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
13766765,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
13766767,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
13766807,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
13766808,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
13766809,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13767442,"SUTURE, 0 SURGIDAC ENDO STITCH 48&quot;",PP-OR-1487
13767443,"SUTURE, 2-0 ENDO STITCH POLYSORB VIOLET 48INCH",PP-OR-1487
13767453,"RELOAD, SIGNIA 2.0 TRI-STAPLE 30 MED THK PURPLE 12MM",PP-OR-1487
13767454,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
13767541,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
13767542,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
13767548,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
13767549,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
13767551,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
13767552,"TROCAR, ENDO CLOSE",PP-OR-1487
13768639,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13768688,"SCISSOR, IRIS STRAIGHT 4.5 INCH - STERILE-DSD",PP-OR-1487
13768733,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
13768735,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
13769640,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
13769641,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
13769654,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
13769655,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
13769673,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
13769674,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
13769709,"STAPLER, EEA XL 25MM W/3.5MM STAPLES",PP-OR-1487
13769710,"STAPLER, EEA XL 25MM W/ 4.8MM STAPLE",PP-OR-1487
13769711,"STAPLER, EEA XL 25MM W/3.5MM STAPLES",PP-OR-1487
13769712,"STAPLER, EEA XL 25MM W/ 4.8MM STAPLE",PP-OR-1487
13769714,"PURSTRING, DISP. 65 INST.",PP-OR-1487
13770657,"KIT, LAPAROSCOPIC ANTI-FOGGING CLEARIFY",PP-OR-1487
13770757,"STAPLER, EEA XL 25MM W/3.5MM STAPLES",PP-OR-1487
13770758,"STAPLER, EEA XL 25MM W/ 4.8MM STAPLE",PP-OR-1487
13771405,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
13771406,"STAPLER, TA 90-3.5",PP-OR-1487
13771536,"STAPLER, EEA XL 25MM W/3.5MM STAPLES",PP-OR-1487
13772609,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13772610,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13772611,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13772709,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
13772712,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
13772713,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
13772714,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
13772738,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
13774476,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13774589,"STAPLER, TA 60-3.5",PP-OR-1487
13774598,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
13774599,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
13774600,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
13774601,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
13774628,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
13774629,"RELOAD, TA 30MM - V3",PP-OR-1487
13774630,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
13774631,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
13774632,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
13774633,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
13774634,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
13774635,"RELOAD, TA 90-4.8",PP-OR-1487
13774636,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
13774637,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
13774638,"RELOAD, SIGNIA VASCULAR SM DIA CURVED TIP 30MM",PP-OR-1487
13774639,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
13774737,"RETRACTOR, ENDO PADDLE - 12MM",PP-OR-1487
13774738,"RELOAD, TA 30MM - V3",PP-OR-1487
13774739,"BAG, SPECIMEN RETRIEVAL 10MM",PP-OR-1487
13774740,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
13774741,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
13776657,"STAPLER, TA 90-3.5",PP-OR-1487
13777151,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
13777929,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
13778081,"SCISSOR, METZENBAUM STRAIGHT 9 INCH - STERILE DISPOSABLE",PP-OR-1487
