seq_no,Line_Description,contract_number
966694,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
966725,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
966726,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
966727,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
968269,"RELOAD, TA 30MM - V3",PP-OR-1487
968270,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
968272,"TROCAR, ENDO CLOSE",PP-OR-1487
968287,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
968288,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
968289,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
968290,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
968291,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
968292,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
968293,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
968329,"TROCAR, ENDO CLOSE",PP-OR-1487
968336,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
968337,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
972083,"STAPLER, EEA XL 33MM W/ 4.8MM STAPLE",PP-OR-1487
972084,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
972089,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
972090,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
972091,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
972150,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
972153,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
974108,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
974206,"RELOAD, TA 30MM - V3",PP-OR-1487
974208,"RELOAD, TA 60MM - 3.5MM",PP-OR-1487
974209,"TROCAR, ENDO CLOSE",PP-OR-1487
974215,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
974216,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
974217,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
976093,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
976094,"PURSTRING, DISP. 65 INST.",PP-OR-1487
976105,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
976106,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
976107,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
976108,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
976109,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
976908,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
978016,"STAPLER, TA 90-3.5",PP-OR-1487
978061,"TROCAR, ENDO CLOSE",PP-OR-1487
978062,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
979248,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
979251,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
979253,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
979371,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
979372,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
979373,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
979374,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
979379,"SUTURE, 2-0 ENDO STITCH POLYSORB VIOLET 48INCH",PP-OR-1487
979380,"SUTURE, 2-0 ENDO STITCH POLYSORB VIOLET 48INCH",PP-OR-1487
980674,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
982365,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
982370,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
982371,"SUTURE, 0 SURGIDAC ENDO STITCH 48&quot;",PP-OR-1487
984404,"Scissors, Spencer: 3.5" (9 cm) Spencer Suture ScissorsKnig Spencer Suture Sciss",PP-OR-1487
984792,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
984824,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
984825,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
984826,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
984827,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
984828,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
984836,"SUTURE, 2-0 SURGIDAC ENDO STITCH 48IN",PP-OR-1487
984843,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
984844,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
984845,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
984851,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
984852,"TROCAR, ENDO CLOSE",PP-OR-1487
986085,"STAPLER, EEA XL 33MM W/ 4.8MM STAPLE",PP-OR-1487
986110,"RELOAD, TA 30MM - V3",PP-OR-1487
986116,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
986117,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
986118,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
986119,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
986140,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
986141,"SUTURE, 0 SURGIDAC ENDO STITCH 48&quot;",PP-OR-1487
987750,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
987751,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
987752,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
988939,"STAPLER, DST SERIES 31 MM W/ 4.8 MM STAPLE",PP-OR-1487
990361,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
990414,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
990415,"STAPLER, TA 60MM - 4.8MM RELOADABLE",PP-OR-1487
990419,"TROCAR, ENDO CLOSE",PP-OR-1487
990420,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
990854,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
990859,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
990861,"TROCAR, ENDO CLOSE",PP-OR-1487
991995,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
991996,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
992030,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
992052,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
992053,"STAPLER, DST SERIES GIA 100MM - 3.8MM RELOADABLE",PP-OR-1487
992054,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
992055,"DEVICE, ORVIL EEA DTS SERIES 25MM",PP-OR-1487
992056,"PURSTRING, DISP. 65 INST.",PP-OR-1487
992057,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
992058,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
992059,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
992060,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
992061,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
992096,"ENDO STITCH, DISP 10MM",PP-OR-1487
992107,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
993356,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
993357,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
993362,"STAPLER, EEA XL 31MM W/ 4.8MM STAPLE",PP-OR-1487
993364,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
993400,"RELOAD, DST SERIES GIA 100MM - 3.8MM LOADING UNIT",PP-OR-1487
993401,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
994699,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
994700,"PURSTRING, DISP. 65 INST.",PP-OR-1487
996029,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
996077,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
996078,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
997384,"STAPLER, TA 90-3.5",PP-OR-1487
998212,"RELOAD, TA 60MM - 3.5MM",PP-OR-1487
998213,"SUTURE, 0 SURGIDAC ENDO STITCH 48&quot;",PP-OR-1487
998214,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
998224,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
998240,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
998241,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
998242,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
998243,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
998244,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
998246,"STAPLER, TA 60-3.5",PP-OR-1487
998247,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
998345,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6INSYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
998346,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6INSYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
1000364,"Scissors: Universal Bandage Scissors with Plastic Probe, Red, 7.5" (19 cm)Knig",PP-OR-1487
1000956,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1000957,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1000958,"STAPLER, TA 90-3.5",PP-OR-1487
1000959,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1001233,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1001234,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1001235,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1001236,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1002413,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1002414,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1002415,"TROCAR, ENDO CLOSE",PP-OR-1487
1002424,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1002432,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1002433,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1002434,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1002443,"STAPLER, TA 60-3.5",PP-OR-1487
1002444,"TROCAR, ENDO CLOSE",PP-OR-1487
1002445,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1002446,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1002447,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1003990,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1003991,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1003994,"DISSECTOR, BALLOON OVAL SPACEMAKER PLUS SBT",PP-OR-1487
1004025,"RELOAD, TA 30MM - V3",PP-OR-1487
1005369,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1005379,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1005380,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1005381,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1005382,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1005383,"TROCAR, ENDO CLOSE",PP-OR-1487
1005457,"SUTURE, 0 SURGIDAC ENDO STITCH 48&quot;",PP-OR-1487
1005459,"SUTURE, 2-0 ENDO STITCH POLYSORB VIOLET 48INCH",PP-OR-1487
1009461,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1010802,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1010807,"TROCAR, ENDO CLOSE",PP-OR-1487
1010808,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1010809,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1010816,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1010817,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1012310,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1012311,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1012312,"STAPLER, EEA XL 31MM W/ 4.8MM STAPLE",PP-OR-1487
1012313,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1012369,"SUTURE, 0 POLYSORB ENDO STITCH UNDYED ES-9 48",PP-OR-1487
1013757,"TROCAR, ENDO CLOSE",PP-OR-1487
1013803,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1013805,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1013806,"RELOAD, DST SERIES GIA 60MM - 3.8MM LOADING UNIT",PP-OR-1487
1013816,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1021201,"TROCAR, ENDO CLOSE",PP-OR-1487
1021202,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1021222,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1021223,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1021224,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1021225,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1021226,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1021239,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1021240,"ENDO STITCH, DISP 10MM",PP-OR-1487
1021891,"DEVICE SUTURING LATEX FREE STERILE ENDO CLOSE",PP-OR-1487
1022520,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1022521,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1022524,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1022592,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1022593,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1022594,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1022595,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1022596,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1022597,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1022598,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1022599,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1024013,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1024014,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1024015,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1025683,"TROCAR, ENDO CLOSE",PP-OR-1487
1025684,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1025685,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1025691,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1025708,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1025710,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
1025711,"RELOAD, GIA 80MM - 3.8MM",PP-OR-1487
1025715,"STAPLER, DST SERIES GIA 60MM - 3.8MM RELOADABLE",PP-OR-1487
1026728,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1026729,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1026800,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1026801,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1026807,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1026808,"STAPLER, TA 60-3.5",PP-OR-1487
1026809,"TROCAR, ENDO CLOSE",PP-OR-1487
1026979,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
1028094,"STAPLER, TA 90-3.5",PP-OR-1487
1028095,"STAPLER, EEA XL 31MM W/ 4.8MM STAPLE",PP-OR-1487
1028817,"Scissors: Metzenbaum Dissecting Scissors, Blunt/Blunt, Curved, 9" (22.9 cm)Konig",PP-OR-1487
1029357,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1029358,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1029387,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1029401,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1029402,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
1029418,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1029419,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1029420,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1029421,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1029422,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1029423,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1029424,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1029447,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1034703,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1034757,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1034758,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1034771,"TROCAR, ENDO CLOSE",PP-OR-1487
1034772,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1034773,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1034985,"SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN",PP-OR-1487
1036404,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1036405,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1036407,"RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM",PP-OR-1487
1037788,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1037789,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1037791,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1037792,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1037988,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1038864,"APPLIER, SURGICLIP MED 9.75",PP-OR-1487
1038869,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1038870,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1038871,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1040088,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1040097,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1040098,"ENDO STITCH, DISP 10MM",PP-OR-1487
1040270,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1040494,"STAPLER, TA 30V-3 NON-ABS CLIP",PP-OR-1487
1040496,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1040497,"TROCAR, ENDO CLOSE",PP-OR-1487
1040498,"SUTURE, 2-0 SURGIDAC ENDO STITCH 48IN",PP-OR-1487
1041449,"Scissors: Single-Use Iris Scissors, Straight, Standard, 4.5"Floor Grade Iris Str",PP-OR-1487
1041920,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1041921,"STAPLER, EEA XL 25MM W/ 4.8MM STAPLE",PP-OR-1487
1041926,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1041927,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
1045936,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1045937,"APPLIER, ENDO CLIP II MED/LARGE 10 MM 20 TI CLIPS",PP-OR-1487
1045938,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1048168,"TACKER, ABSORBATACK FIXATION DEVICE 5MM 15 TACKS",PP-OR-1487
1048290,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1048291,"STAPLER, ENDOGIA ULTRA UNIV 12MM XL",PP-OR-1487
1048292,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1048293,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1048294,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1048295,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1048296,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1048297,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE EXTRA/THICK",PP-OR-1487
1048321,"APPLIER, SURGICLIP LRG 13.0 TIT",PP-OR-1487
1048335,"STAPLER, DST SERIES GIA 100MM - 3.8MM RELOADABLE",PP-OR-1487
1048686,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1049590,"APPLIER, SURGICLIP III 9.0IN SMALL",PP-OR-1487
1049616,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1049619,"APPLIER, ENDOCLIP 10MM",PP-OR-1487
1050671,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1050672,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1050674,"STAPLER, DST SERIES 33 MM W/ 4.8 MM STAPLE",PP-OR-1487
1051277,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
1051281,"TROCAR, ENDO CLOSE",PP-OR-1487
1051283,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1051295,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1051296,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1051297,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1051301,"CLIP, LAPROCLIP LIGATING CARTRIDGE ABSORB 12MM",PP-OR-1487
1051304,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1051305,"HANDLE, GIA UNIVERSAL SHORT 12MM",PP-OR-1487
1051306,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1054697,"APPLIER, ENDO CLIP III 5MM",PP-OR-1487
1054698,"STAPLER, TA 60-3.5",PP-OR-1487
1054699,"TROCAR, ENDO CLOSE",PP-OR-1487
1054700,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1054730,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1054731,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1054732,"RELOAD, ENDO GIA 45MM CURVE TIP ART MED/THCK PURPL",PP-OR-1487
1054733,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1054734,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1055911,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1055913,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1056013,"RELOAD, ENDO GIA MED THICK PURPLE 45MM",PP-OR-1487
1056023,"ENDO STITCH, DISP 10MM",PP-OR-1487
1056024,"POUCH, SPECIMEN ENDOCATCH II 15MM",PP-OR-1487
1056030,"SCISSOR, ENDO SHEARS 5MM",PP-OR-1487
1056031,"DEVICE, ORVIL EEA DTS SERIES 25MM",PP-OR-1487
1057727,"STAPLER, TA 90-3.5",PP-OR-1487
1057728,"STAPLER, GIA 80MM - 3.8MM",PP-OR-1487
1057729,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1058955,"RELOAD, ARTICULATE ENDO GIA TRISTAPLE MED/THICK RE",PP-OR-1487
1058958,"STAPLER, SHELL SIGNIA POWER CONTROL",PP-OR-1487
1058998,"TROCAR, ENDO CLOSE",PP-OR-1487
1058999,"PURSTRING, DISP. 65 INST.",PP-OR-1487
1059017,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1059018,"RELOAD, SIGNIA TRI-STAPLE 2.0 30 MM CURVED TIP ARTICULATING VASCULAR/MEDIUM",PP-OR-1487
1059019,"RELOAD, ENDO GIA ROT VASCULAR MED TAN 45MM",PP-OR-1487
1059020,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1059021,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM EXTRA/THCK",PP-OR-1487
1060180,"STAPLER, EEA XL 28MM W/ 4.8MM STAPLE",PP-OR-1487
1060181,"STAPLER, EEA XL 31MM W/ 4.8MM STAPLE",PP-OR-1487
1060182,"STAPLER, EEA XL 33MM W/ 4.8MM STAPLE",PP-OR-1487
1060222,"HANDLE, ENDO GIA 12MM UNIVERSAL",PP-OR-1487
1060223,"RELOAD, ENDO GIA 45MM TRISTAPLE ARTICULATING MED TAN",PP-OR-1487
1060224,"RELOAD, ENDO GIA ARTICULATE TRI-STAPLE 60MM MED/THCK",PP-OR-1487
1061704,"APPLIER, SURGICLIP 11.5IN MED",PP-OR-1487
